Reaction,Min,Max
MTI,2.116517763804612e-07,0.297870687233992
MYC1CYC1,3.4158285461070264e-08,0.0001565937291927
MYC1CYC2,2.2545082866917784e-08,0.0001033972490866
MYC1CYC3,1.7890486210985223e-08,8.205542806689345e-05
MYC1CYC4,4.648266742076226e-09,2.131279769105404e-05
MYC1CYC5,2.0196605464558306e-08,9.257794057641644e-05
MYC1M1,4.648266742076226e-09,2.1312797691054075e-05
MYC1M2,2.0196605464558306e-08,9.257794057641644e-05
MYC2CYC1,3.415828546107027e-08,0.0001565937291927
MYC2CYC2,2.2545082866917784e-08,0.0001033972490866
MYC2CYC3,1.7890486210985223e-08,8.205542806689551e-05
MYCON1,3.4158285461070284e-08,0.0001565937291927
MYCON2,2.2545082866917473e-08,0.0001033972490866
MYCON3,1.7890486210985157e-08,8.20554280668927e-05
MYCON4,4.648266742076226e-09,2.1312797691053957e-05
MYCON5,2.0196605464558312e-08,9.257794057641626e-05
MYCSacp50,3.4158285461070264e-08,0.0001565937291927
MYCSacp56,2.719334960899262e-08,0.0001247100467776
MYCSacp58,3.808709167554296e-08,0.0001746333686433
MYCTR,-999.9747939034607,-0.4017225245060517
MYCTR2,0.4017225245060517,999.9747939034607
NADH10,1.0362136937273199e-07,0.5869518374709595
NADH2r,0.7412892332769192,860.8328208384155
NADH5,1.637811543569144e-05,1.945127874560836
NADH9,4.02579299428072e-05,0.7552849530241593
NADK,2.8695609509905723e-08,0.0001315724230371
NADS2,6.076717293174711e-08,0.0002786239547765
NADTRHD,0.1429107126233075,857.9597652262133
NAKtr,0.3620476120362565,999.8241921302216
NAPRTr,-0.0851599130779137,-4.980815130651692e-06
NARK,1.0790011610719652e-07,0.0285016183209534
NAt3_1,0.3620476120335565,999.8241921302264
NDPK1,-2.587791024460028,-0.3444944651088565
NDPK2,1.3531620734790786e-06,0.3545685106910413
NDPK3,-0.0455684074782607,0.259299177995885
NDPK4,7.57246379121935e-08,0.1487548413102654
NDPK5,1.1114749865928456e-07,0.2230934122106895
NDPK6,-5.900002561902521e-05,0.0940475189153492
NDPK7,5.330016981385435e-08,0.0850587914333883
NDPK8,7.914795048496506e-07,0.0968456608915665
NH4OHDs,1.946088080370621e-06,0.04659584025885
NH4t,-0.7208577157869231,0.313143796635068
NNAM,-0.0851599130781686,-4.980815128144922e-06
NNAT,6.076717293174297e-08,0.0002786239547764
NNDMBRT,-2.3331053989368023e-14,3.925106799055318e-13
NNDPR,5.041582301077409e-06,0.0852247279975493
NO3R1,-1.7781473514142096e-13,7.07164559530851e-14
NO3R2,-2.8519476518916977e-14,1.0696003214455509e-13
NPHS,2.48976611695426e-08,0.0001141584261269
NTD10,3.510702787005011e-08,0.0826842348405485
NTD11,9.639821840515817e-08,0.2166922896160612
NTD2,8.729711434645996e-08,0.2564453115348623
NTD4,1.5340240096333413e-07,0.2644961278086016
NTD5,7.02140557199359e-08,0.2447675265202428
NTD7,3.90235151522878e-07,0.3074287028318613
NTD9,1.953911160882665e-06,0.1923754142590771
NTPP2,1.755351392986462e-08,0.1048884708536709
NTPP3,1.2366726874424252e-08,0.0849493881535472
NTPP4,5.387636959443113e-08,0.1030446884380882
NTPP5,7.699577977371147e-07,0.0967958884883552
NTPP7,5.266054178994031e-08,0.1486859976906629
NTPP8,3.510702785980158e-08,0.089472622631345
NTPTP2,1.7553513929881418e-08,0.0786367140750336
NTRIR2x,2.9935073250249263e-08,0.0347890664705193
NTRIRx,4.733018360077509e-07,0.0341173219818695
NTRIRy,8.231596989417784e-09,0.0400162991185474
O16RHAT,1.5423890097402202e-09,7.072017754054394e-06
O2t,0.9218597688714956,0.9999999132273518
OCBT,3.256317429620956e-07,0.043904201021768
OCDCAt2,-2.403408581426863e-13,2.2930057983549172e-14
OCOAT1r,-2.8237147354753132e-08,-7.499918871451695e-14
OMCDC,1.2273719997531292e-06,0.1880965497632735
OMPDC,6.823886647165892e-07,0.0292035806941607
OPAH,6.43331172601536e-08,0.2998698805073074
ORNTA,2.718419215073144e-07,0.2541523457665284
ORNTAC,6.273386332743467e-07,0.2660086225329939
ORNt,-0.0782517094866984,-2.9864968803402326e-08
ORPT,-0.0292035806941546,-6.823886647164851e-07
OXACOAL,1.0886816731139777e-07,0.182315784403213
OXCDC,1.0886816731119263e-07,0.182315784403213
OXGDC,2.9888040404113915e-06,0.2175850574168676
P5CD,9.266129014484605e-08,0.3234660691164395
P5CR,7.106174750638828e-07,0.7795941565344255
P5CRx,0.0002531397916866,1.0919405028904698
PACt2r,-0.0333381652525963,-2.71291995267375e-08
PANTS,4.8998407499765566e-08,0.0110651098062839
PAPA160,9.194697772856977e-08,0.1778996451344617
PAPPT1,4.189980978853865e-08,0.0001921150869491
PAPPT2,4.189980978853865e-08,0.0001921150869491
PAPPT3,2.0804316875566903e-09,9.539000691502307e-06
PAPR,-3.288396792281468e-05,0.0664009878619846
PATS,2.639574078228623e-09,1.2102728057879644e-05
PC,9.01609114815104e-08,0.2095753899361507
PC11M,-2.3462076719646247e-14,3.916939743400609e-13
PC17M,-2.346207671882825e-14,3.9169397595745625e-13
PC20M,-2.3462076719646243e-14,3.916939743400605e-13
PC6AR,-2.3462076879386825e-14,3.916939540474712e-13
PC6YM,-2.3462084116418327e-14,3.916945222993223e-13
PC8XM,-2.346207683869361e-14,3.9169393018084923e-13
PDE1,3.5107027859716065e-08,0.1059764706086306
PDE4,4.161241378784233e-07,0.134252912633181
PDH,1.902458450507242e-06,0.2490636769275136
PDHa,5.2616548020543496e-08,0.3092556572230659
PDHbr,5.2616548020543476e-08,0.3092556572230671
PDHc,2.404810965588541e-06,0.4347664210315278
PDIMAS,3.483277662012501e-08,0.0080421218713399
PDIMAT,3.483277661811924e-08,0.0080421218713399
PEAMNO,2.7129199526585992e-08,0.0333381652525959
PEPCK_re,-2.7479985233830284,-0.3536264404522936
PFK,0.8635467019585998,1.1474667862507508
PFL,5.536902299599323e-05,1.0930023447409676
PGAMT,-0.4027262651862352,-0.0002989333814868
PGCD,0.0356096745023517,0.3646700831834839
PGI,0.7557376467880496,0.9999756882324286
PGK,-2.904809057658321,-2.3927391738557446
PGL,1.0579263613761242e-05,0.2235108114835739
PGM,-2.7902773025469174,-2.264252829813754
PGMT,-0.2341499113557487,0.0600440718984746
PGPP160,1.3687383729391996e-08,6.27581110403405e-05
PGPP160190,3.765876750457553e-08,0.0001726694567362
PGPP190,1.2258933169071033e-08,5.6208513202462346e-05
PGPPT3,2.061441945986645e-09,9.45193070547403e-06
PGSA160,1.3687383729392e-08,6.275811104034047e-05
PGSA160190,3.765876750457553e-08,0.0001726694567362
PGSA190,1.2258933169070868e-08,5.620851320246247e-05
PHDCATA,-0.3317027328451298,-2.5284561680428663e-05
PHDCAt,-0.3317026699903806,-5.424470274348872e-07
PHETA1,-0.045255490687176,-1.8060099406121618e-07
PHEt2r,-0.0339815534847964,-1.481972176509686e-08
PHTHDLS,3.4832776587192375e-08,0.0080421218713399
PHTHDLS2,4.40845054956707e-08,0.0074074070105625
PHTHS,3.48327765924643e-08,0.0080421218713399
PHTHS2,4.408450547588401e-08,0.0074074070105625
PHYCBOXL,2.7129199526688278e-08,0.0333381652525904
PIabc,2.8886785370637154e-06,0.0542035630395919
PLCD,3.510702785978476e-08,0.0675485252739432
PLIPA1E160,6.266478592064433e-05,0.1327233002451392
PLIPA1E180,3.51070278597853e-08,0.1215822051268484
PMANM,-0.0006698487513985,-1.4609230184050626e-07
PMDPHT,7.405998961682849e-08,0.0003395729458835
PMPK,3.2677804978534655e-05,0.1414330379009144
PNTK,4.8998407499765566e-08,0.0110651098062839
PPA,0.0950891012748826,1.1568406957135262
PPAtr,-2.1002635299175478e-13,1.0676628386193581e-13
PPBNGS,2.0255724341572945e-08,9.287465172045274e-05
PPCDC,4.8998407499730216e-08,0.0110651098062839
PPCOAC,2.875337042872534e-06,0.2677063954607024
PPDIMAS,4.408450547501665e-08,0.0074074070105625
PPDIMAT,4.4084505495548736e-08,0.0074074070105625
PPDK,1.768024906696799e-06,0.3015531644399566
PPGKr,0.7969606794970814,1.428502026902856
PPK2,0.950732293169356,974.158601940459
PPNCL3,4.8998407499765566e-08,0.0110651098062839
PPND,8.599497461765859e-08,0.0333918459987816
PPNDH,1.80600994072514e-07,0.0452554906871793
PPPGO,3.375956563000503e-09,1.5479108278611922e-05
PPTGS_TB1,3.97729587326994e-08,0.000182363248514
PPTGS_TB2,3.97729587326994e-08,0.000182363248514
PRAGSr,9.072124924879524e-07,0.0136846989117702
PRAIS,9.072124924879526e-07,0.0136846989117702
PRAIi,8.318624728195842e-05,0.0299272284657329
PRAMPC,1.181047332840103e-06,0.0264723405873386
PRASCS,9.055245154595248e-07,0.0136795465761746
PRATPP,1.181047332840103e-06,0.0264723405873386
PRDX,-6.007429413378466e-14,5.3685190164699274e-14
PREPHACPH,3.510702785986816e-08,0.0992462874778199
PREPPACPH,4.4084505474569424e-08,0.0074074070105625
PREPTHS,3.4832761361251364e-08,0.0080421218713345
PREPTHS2,4.408450549705307e-08,0.0074074070105625
PREPTTA,-0.0071817310250385,0.0981511461185204
PRFGS,9.072124924879264e-07,0.0136846989117702
PRMICIi,1.1810473328402075e-06,0.0264723405873395
PROD2,0.0015367491441301,1.1227171607421549
PROabc,2.4238640571587324e-06,0.2548194754075928
PROt2r,-0.4195500646903844,-1.7988301563446297e-05
PRPPS,0.0099346904262973,0.1857525409085959
PSCVT,0.0051990828087714,0.3317895209814133
PSD160,6.26382474861798e-05,0.0724744146625661
PSERT,0.0356096745014267,0.3646700831834839
PSP_L,0.0321434360427136,0.3592876575734029
PSSA160,6.263824748617927e-05,0.0724744146625718
PTAr,-0.301767156713201,-7.458704784316095e-06
PTPATi,4.899840749973022e-08,0.0110651098062839
PUNP1,-0.0226305991709364,0.1657921965124117
PUNP2,-0.1605376865114983,-4.848113371135775e-08
PUNP3,8.212669110053373e-05,0.0811245568750624
PUNP5,-0.1812614721596571,0.0139150325261686
PUNP6,4.848113371115527e-08,0.1605376865114982
PUNP7,3.5107027870069765e-08,0.0826842348405485
PYK,3.945233519890047e-06,2.1908154047744506
PYRDC,7.292142938317349e-07,0.5083161837630951
PYRt2r,-0.3561897704104559,-1.0180848772046575e-07
QRr,-860.8141973748762,-0.5779627763085955
QULNS,5.041582301077409e-06,0.085224727997549
R05217,-2.346207671882826e-14,3.91693975957458e-13
R05219,-2.3462076717862e-14,3.9169397786802314e-13
R05224,-2.3486417988933983e-14,3.9290275959234473e-13
RBFK,1.4427404533625232e-07,0.1905761594260809
RBFSa,1.4811997923366294e-07,0.0006791458917671
RBFSb,7.405998961682787e-08,0.0003395729458835
RBK,6.383536881621212e-05,0.1578871034102027
RIBabc,-2.3790286048476248e-14,7.990281272560924e-15
RNDR1,2.8889726841812218e-08,0.0001324624720771
RNDR2,4.093344293975732e-08,0.0001876841921048
RNDR3,4.093344293975591e-08,0.0001876841920993
RNDR4,6.580675660285327e-09,7.879736090617487e-05
RNTR4,7.961553891180516e-12,7.592862139961141e-05
RPE,-0.1122139310444852,0.1265411665971871
RPI,-0.1243266802123786,-0.0143073982995972
RZ5PP,-2.330733584203216e-14,3.92197988356168e-13
SADH,2.3492672778414162e-08,0.0370206518132202
SADT,1.367029819806951e-06,0.14047159692441
SDPDS,1.8464554608702418e-07,0.0793045630254119
SDPTA,-0.0793045630254118,-1.846455460870242e-07
SERAT,2.560998992822028e-09,0.0100989661670114
SERD_D,-2.8881518563229985e-14,6.499343332349882e-14
SERD_L,4.6809370479752326e-08,0.1373721544373238
SERt2r,-0.0906586113647074,-6.163660817558922e-08
SGDS,2.3492672778362493e-08,0.0370206518132197
SGSAD,2.3492672778362493e-08,0.0370206518132198
SHCHD2,1.6879770284437275e-09,7.739554314557298e-06
SHCHF,1.687977028443727e-09,7.73955431455731e-06
SHK3Dr,0.0071870605484071,0.3317896083264372
SHKK,0.0051990828087707,0.3317895209814133
SHSL1r,-0.0137227321702007,0.0003733580689115
SHSL4r,-0.0001775152100853,0.0993388656897442
SKMt2,-0.0619206232298408,-3.9262577687985835e-08
SOTA,2.3492672778362493e-08,0.0370206518132203
SSALx,3.237713061722824e-07,0.1429088930470677
SSALy,5.094113393738142e-07,0.2041397193877231
SUCBZL,2.489766116954187e-08,0.0001141584261269
SUCBZS,2.4897661169541873e-08,0.0001141584261269
SUCCt2r,-3.784277927210272,-1.580260821985247
SUCD1i,0.2539222129017553,750.4463575813386
SUCOAS,-1.938315661978307,-0.890935009634475
SULabc,1.367029819806951e-06,0.1404715969244098
TALA,-0.0219714433388513,0.1103654041065831
TARTD,0.0,0.0
TARTRt7,0.0,0.0
TATS,2.4813262318119227e-09,1.1377144840979806e-05
TDMS1,6.9840049551852675e-09,3.202240597248715e-05
TDMS2,4.648266742076226e-09,2.131279769105398e-05
TDMS3,4.6355275528245985e-09,2.1203097460711166e-05
TDMS4,2.329408299252112e-09,1.0680584952756823e-05
TDPDRE,1.5423890097403443e-09,7.072017754054861e-06
TDPDRR,1.5423890097402206e-09,7.072017754054393e-06
TDPGDH,1.5423890097403443e-09,7.072017754054669e-06
THDPS,1.846455460870242e-07,0.0793045630254118
THMDP,4.989935390799338e-07,0.0678577043476262
THRD_Lr,6.656886407170807e-06,0.1194399427758122
THRS,0.0004098128260914,0.18648186810589
THRt2r,-0.1534220597133225,-3.9340121526323553e-07
THZPSN,1.687977028443494e-09,7.739554313592123e-06
TKT1,-0.0082292512521508,0.1103654616849047
TKT2,-0.2220150040472265,0.0517416309087482
TMDK1,7.02140557199359e-08,0.2447675265202428
TMDS,2.742458249456331e-09,9.541651273689706e-05
TMHAS1,2.333628241823144e-09,1.0699933838541196e-05
TMHAS2,2.3209684141098244e-09,1.0641887181189045e-05
TMHAS3,2.329408299252099e-09,1.0680584952756834e-05
TMHAS4,2.3146385002531343e-09,1.0612863852512856e-05
TMN,3.267001266494904e-05,0.1414293435943265
TMPKr,5.800527324859362e-06,0.067861806538353
TMPPP,3.267780497853463e-05,0.1414330379009143
TPI,1.5249612201334664,1.9551781230415757
TRDR,7.072820953785842e-05,0.2552190387542269
TRE6PP,3.277835925374517e-07,0.3251678850767171
TRE6PS,3.414795748772349e-07,0.3251939492257189
TRESULT,1.3659954102657595e-08,6.263234328480175e-05
TREabc,0.0,0.0
TRPS1,1.07886752948596e-06,0.0226307577598487
TRPS2,3.0968199618167313e-09,0.0205017578153321
TRPS3,3.0968199617955397e-09,0.0205017578153321
TRPTA,3.397818308857454e-07,0.0271534037662891
TRPt2r,-0.0208574586848937,-1.2521461529813657e-07
TSULabc,-9.899465572494705e-14,1.6175579355075946e-13
TTDCAt2,-1.3599900992387209e-13,1.3656143939133446e-14
TYRTA,-0.0333918459987816,-8.599497466013618e-08
TYRt2r,-0.0331763590058456,-1.730274948777072e-08
UAAGDS,2.080431687556689e-09,9.539000691502616e-06
UAAGLS1,4.189980978853791e-08,0.0001921150869491
UAAGLS2,4.189980978853791e-08,0.0001921150869491
UAGCVT,9.383464301117581e-08,0.0004302418242925
UAGDP,2.1095914907230185e-07,0.0009672701492269
UAGPT1,4.1899809788538645e-08,0.0001921150869491
UAGPT2,4.1899809788538645e-08,0.0001921150869491
UAGPT3,2.0804316875566903e-09,9.53900069150259e-06
UAMAGS,8.588005126463744e-08,0.0003937691745897
UAMAS,8.588005126463744e-08,0.0003937691745897
UAMRH,2.061441945986645e-09,9.451930705474049e-06
UAPGR,9.383464301117581e-08,0.0004302418242925
UDCPDP,1.5172803514421526e-07,0.0006956891883629
UDCPDPS,0.0,0.0
UDPDPS,2.265634734441117e-11,0.0002406229284163
UDPDPS2,7.148427845102394e-10,0.0002064055398905
UDPG4E,4.6271670292329625e-08,0.0002121605326109
UDPGALM,4.6271670292209366e-08,0.0002121605326214
UGAGDS,2.0614419459866806e-09,9.45193070547411e-06
UGGPT3,2.061441945986645e-09,9.451930705474044e-06
UGLDDS1,4.189980978853791e-08,0.0001921150869491
UGLDDS2,4.189980978853791e-08,0.0001921150869491
UGMAGS,2.061441945986645e-09,9.451930705474035e-06
UGMAS,2.061441945986645e-09,9.45193070547404e-06
UGMDDS,2.080431687556689e-09,9.53900069150263e-06
UGMDDS2,2.061441945986645e-09,9.45193070547404e-06
UMPK,8.596401141979377e-07,0.1520013159521323
UPP3MT,1.687974522373397e-09,7.739554648291762e-06
UPP3S,5.0639310853932355e-09,2.32186629301132e-05
UPPDC1,3.3759565630005604e-09,1.5479108278611973e-05
UPPRT,-1.403326776916607e-13,1.571343619902584e-13
UREA,-2.4518462478831162e-14,1.3980979646525024e-13
URIDK2r,-6.611188630257981e-05,0.0940030926725444
URIK2,1.399576561364481e-07,0.2608206051286985
VALTA,-1.2441075691589183,-0.0664677761269144
VALt2r,-0.7988238755186589,-8.57108676087932e-06
XPPT,4.6809370479486516e-08,0.0908989112155532
XYLK,-1.1585030098279054e-16,6.53401659322967e-16
YUMPS,-1.4339542035632553e-14,4.363427338384105e-13
S7PI,1.6758094046730193e-08,0.0400744692775438
GMHEPK,1.6758095616133166e-08,0.0400744692775163
HMEDS,3.4738467209616405e-08,0.0434771866555006
HMEDR,3.4738467209616405e-08,0.0434771866555006
FRTT,3.6894899432402783e-06,0.0214030168144717
2MCD,2.738761407229396e-07,0.0903489647112121
2MCS,2.7387614072269125e-07,0.0903489647112121
2MID,2.7387614072269125e-07,0.0903489647112121
2MIL,2.738761407227036e-07,0.0903489647112113
Gln_LT,-6.797115687186301e-13,2.3088782981735823e-14
TREP,1.0532108357921389e-07,0.2108300626821466
HDECH,-0.0686742907862683,0.0125763411310938
DTBTST,2.8294743047204194e-08,0.016012124978438
IPDPUDCT,2.2021526299563944e-10,0.0002243608505545
ACHMSSH,1.3718735184738838e-07,0.0093904159167688
Mn2t,1.404281114400438e-07,0.4499463507909672
FAD_1,-2.68427459464392e-13,1.3134002688496593e-13
FAD_2,-2.68427459464392e-13,1.3134002688496593e-13
FAD_3,-2.68427459464392e-13,1.3134002688496593e-13
FAD_4,-2.68427459464392e-13,1.3134002688496593e-13
FAD_5,-2.68427459464392e-13,1.3134002688496593e-13
FAD_6,-2.68427459464392e-13,1.3134002688496593e-13
FAD_7,-2.68427459464392e-13,1.3134002688496593e-13
FAD_8,2.2725796715127308e-08,0.059343345502895
FAD_9,3.6632585954866606e-06,0.0706778464904288
FAD_10,3.6632585962382495e-06,0.0706778464904299
FAD_11,2.0065195369679265e-08,0.0415466667152249
FAD_12,2.0065195369553087e-08,0.0415466667152405
FAD_13,2.0065195369618266e-08,0.0415466667152316
FAD_14,1.2205290773858288e-05,0.0819326684077706
FAD_15,3.6405327995219034e-06,0.059312093243412
FAD_16,3.6405327995219034e-06,0.059312093243412
FAD_17,3.64053279886202e-06,0.0593120932433967
FAD_18,3.64053279886202e-06,0.0593120932433961
FAD_19,3.64053279886202e-06,0.0593120932433966
FAD_20,-5.5579929976370336e-14,2.591818056570892e-13
FAD_21,-5.5579929976370317e-14,2.5918180565709643e-13
FAD_22,-6.545733379044365e-14,2.1250813495393942e-13
FAD_23,-4.6745418225159053e-14,1.683802043120819e-13
FAD_24,-4.6686163249965456e-14,1.6829954218365128e-13
FAD_25,-4.6686163249965456e-14,1.6829954218365128e-13
FAD_26,-4.6686163249965456e-14,1.6829954218365128e-13
FAD_27,-4.6686163249965456e-14,1.6829954218365128e-13
3HIBD,1.5394032364827716e-06,0.1193388749318872
ALDR,-2.7783619262049987e-16,9.727852745379218e-16
AL4D,-1.1585030098279054e-16,6.534016593229668e-16
SR2,5.6956044584941324e-08,0.1570904859181416
MR,1.7089135254463625e-08,0.1289996268116411
GLYCS_I,3.9866909330263615e-08,0.1224364585040038
GLYCS_II,3.986690933020176e-08,0.1224364585040039
LALDD,1.7089135254463625e-08,0.1289996268116411
CYST_II,2.0256410664600707e-07,0.0120863593670783
FUSA1,7.376683238982811e-07,0.1786913151135176
biomass,2.109971285554396e-06,0.0096744428919901
ECHA20,-6.406010758503247e-15,3.404725132015483e-14
CHOL1,-6.407204250548443e-15,3.404071744343693e-14
FADE282,-6.406010758503235e-15,3.4047251320154794e-14
HOPNTAL2,-6.4060107585032516e-15,3.4047251320154844e-14
ECHA192,-6.4060107585032406e-15,3.404725132015476e-14
HSA,-6.4060107585032335e-15,3.404725132015478e-14
FADB3,-6.406010758503245e-15,3.4047251320154005e-14
FADB2,-6.406010758503246e-15,3.4047251320153973e-14
CHCD,-6.406010758503255e-15,3.404725132015483e-14
HDAD,-6.406010758503238e-15,3.4047251320154794e-14
CHOD,-1.825692272301227e-19,1.0607104320641008e-17
3HSA,-6.406010758503242e-15,3.404725132015483e-14
HSAC,-6.4060107585032745e-15,3.404725132015399e-14
HSAE,-6.406010758503249e-15,3.404725132015478e-14
HIAA,-6.406010758503251e-15,3.4047251320154825e-14
IPDAB,-6.414401619115365e-15,3.4037831845651303e-14
KSH,-6.406010758503244e-15,3.404725132015483e-14
ECHA193,-6.4060107585032406e-15,3.4047251320154775e-14
CYP1,-6.402563533396807e-15,3.404813856884324e-14
HIPB,-1.6520935762673135e-17,2.250061098278551e-17
HIPA,-6.4144016191153556e-15,3.403783184565117e-14
CHOLCOA,-4.0191410302597295e-14,1.1373673885008476e-14
ECHA191,-6.406010758503246e-15,3.4047251320153986e-14
FADE30,-6.406010758503235e-15,3.4047251320154775e-14
CYP3,-6.406010758503188e-15,3.404725132015476e-14
CYP2,-6.402563533396804e-15,3.404813856884324e-14
PRCOA1,-6.406010758503237e-15,3.4047251320154806e-14
FADE281,-6.406010758503245e-15,3.404725132015399e-14
FADD3,-1.6520935762673148e-17,2.2500610982785472e-17
KSTD,-6.4060107585032406e-15,3.4047251320154775e-14
FADD17,-6.406010758503243e-15,3.4047251320153866e-14
FADE51,-7.082452438065079e-15,3.2065058860410055e-14
FADE52,-6.406010758503235e-15,3.404725132015478e-14
HIAt,-3.4047251320154794e-14,6.406010758503251e-15
MACCOAT,7.18413710441637e-07,0.0896415581751492
ACCOAC,0.0571418252590571,2.7167893652802704
CHSTEROLt,-6.411566123209535e-15,3.4045821477342604e-14
EX_chsterol,-2.5916001802951042e-14,1.856647622353928e-15
MOBDabc,1.7553513929989805e-08,0.1071402346502803
MOBDabc_rev,1.7553513929989805e-08,0.1071402346502803
INO1,3.274132513141286e-08,0.0002128123805849
NAGINSP,2.7640623840763667e-08,0.000126735201885
NAGINS,2.7640623840763432e-08,0.000126735201885
KGD2,-1.8062866560118929,-0.3911851008933791
ASPO6,5.284483814458067e-08,0.0693350410366776
ECOAH12,1.5394032364827714e-06,0.119338874931887
FADE233,1.5394032364827718e-06,0.1193388749318871
BKDC,1.5394032364830802e-06,0.1193388749318868
BKDA2,1.5394032364936194e-06,0.1193388749318863
3HBCOAHL,1.5394032364827714e-06,0.1193388749318871
AKGDa,9.437747064268283e-08,0.3031023388277493
ACt2r,-0.7345899192110571,-1.8377849349331508e-05
EX_4hba,1.687977028443494e-09,7.739554313592197e-06
4HBAt,-7.739554313592197e-06,-1.687977028443494e-09
4ABZt,-0.0308006725614506,-1.0030579388560872e-08
CHLabc_rev,1.7769671804553365e-07,0.1056899359198081
GCALDD,3.376108269022438e-09,1.5479108949509816e-05
GLYALDDr,7.010883489808439e-08,0.2069105422417588
FORt,-0.9408865841116436,-6.715898912158868e-08
GLYCLTt,-7.993862362493177e-06,-2.9991501708878706e-15
EX_glyclt,2.9991501697682352e-15,7.993862362493309e-06
NO3t2,-1.0475101170969035e-13,8.759379818354215e-14
MNabc_rev,1.404281114400439e-07,0.4499463507909608
COBC,-2.330733584203216e-14,3.921979883561681e-13
ADOCBLabc,-3.92197988356168e-13,2.3307335842032163e-14
DRBK,-0.0320242499568687,-5.6589477574058674e-08
5DOAN,5.6589477686336683e-08,0.0320242499568688
AKGt2r,-0.0971938400923297,-7.775403514276349e-08
EX_co,0.2085700639214752,1.7062498034599878
PHEMEt,-1.6344765314996792e-14,4.432044388337509e-13
EX_pheme,-4.392746225348404e-13,1.6319128786909654e-14
HEMEOS,3.3759540568870687e-09,1.5479108627184456e-05
HEMEAS_1,1.6879770284435544e-09,7.739554313591782e-06
GSEALD,4.051144868314579e-08,0.0001857493034408
EX_hia,-6.406010758503252e-15,3.4047251320154806e-14
L_LACDcm,5.930960472274578e-05,0.0634790996290867
FPRA,2.8968467613194908e-05,1.3224356062130602
COCO2,-1.706249803461096,-0.2085700639223723
ACALDt,-0.4024911662157326,-2.2716265810345727e-06
EX_acald,2.2716265743567394e-06,0.4024911662157333
NMO,5.93096047264448e-05,0.063479099628718
OCDCEAt,-0.08467332045294,0.0739656275317473
EX_ocdcea,-0.0739656275317473,0.0846733204529398
UREAt,-2.2431314679376568e-14,1.4609041191972734e-13
PKS2,1.350381622754844e-08,6.191643450873507e-05
MAS3,1.350381622754844e-08,6.191643450873548e-05
EX_gln_L,-4.1650949720859534e-14,2.956539580736601e-13
SIRA2,-0.1404310576532528,-1.353369868845553e-06
APSR,1.3441999246688737e-06,0.0880368401490888
SHSL2r,1.874425324080959e-08,0.0120641372556661
CYSK2_I,-9.896339295912798e-14,1.618598037131432e-13
CYSM_I,4.5185504494477336e-12,0.0001447106157633
CYSM_II,4.518550448200145e-12,0.0001447106157673
CYSO_I,4.5185504494477336e-12,0.0001447106157633
CYSO_II,4.5185504494477336e-12,0.0001447106157633
THMP,8.308976995453829e-07,0.1301339296532328
VIUB,7.499918871452219e-11,2.8237147354759055e-05
MBTK3,-6.124298629679189e-09,1.9987458419692543e-08
MBTG,-1.2248597259358382e-08,3.9974916839385085e-08
ALCD2x,-0.8651935303423866,0.2827983045148213
ETOHt2r,-0.2827983045148149,0.8651935303423864
EX_etoh,-0.8651935303423849,0.282798304514995
MBTA1,-6.124298629677631e-09,1.998745841969544e-08
HACD9,7.184137104422838e-07,0.0896415581751491
ECOAH9ir,7.184137104422839e-07,0.0896415581751491
OIVD3,7.184137104419444e-07,0.0896415581751602
BKDC1,7.184137104422713e-07,0.0896415581751496
MAK,5.3670162780934297e-08,0.2152534800763996
GLGE,5.367016277597184e-08,0.2152534800764348
TREY,5.2682364959093466e-08,0.2172294182151348
GLGB,0.0006963775703586,0.116928544767541
GLGP,1.727204052839325e-06,0.1157687260446635
AMYL2,3.025504641445006e-07,0.2987232481434744
PYRD1,1.562937216849645e-09,0.0187242654702239
SHCHCS3,2.4897661169541873e-08,0.0001141584261269
SEPHCHCS,2.4897661169541873e-08,0.0001141584261269
SALSYN,7.499918871451695e-14,2.8237147354753105e-08
APRO,-2.3307335842032163e-14,3.921979883561678e-13
AOBUTDs,-2.3307335842032163e-14,3.92197988356168e-13
THRD,-2.3307335842032163e-14,3.92197988356168e-13
EX_adocbl,-2.3307335842032163e-14,3.92197988356168e-13
DMBI,-2.3331053989368e-14,3.9251067990551525e-13
BARB,-3.9251067990551596e-13,2.3331053989368e-14
HETZK,3.267001266494911e-05,0.1414293435943265
TBSYNLDPS,3.664372066807788e-06,0.021292667839812
TBSNLS1,3.664372066807653e-06,0.0212926678398127
TBSNLS2,0.0,0.0
TBSNLS3,-1.1459157764724949e-18,2.123626291337376e-18
BKDA1,7.184137104422836e-07,0.089641558175149
BPNT2,1.05321083579615e-07,0.1977191272219493
GLPD2,8.138713394857926e-06,1.0466878223279914
G3PD1ir,-0.999982669392186,0.1215790269097661
G3PT,2.3699245733646065e-07,0.2084458845460055
DHORD2,3.401542873292024e-07,0.0259123022867664
PPAKr,-2.0979246267598734e-13,1.0595874759403955e-13
PTA2,-2.136899865355915e-13,9.775781502864329e-14
EMB,1.5423890097402802e-09,7.072017754050652e-06
GXRA,9.596790609529856e-06,0.472838292008024
OPP,2.48976611695426e-08,0.0001141584261269
HEXTT,2.4897661169542598e-08,0.0001141584261269
PPTTm,2.48976611695426e-08,0.0001141584261269
GGTT,2.489766116954259e-08,0.0001141584261269
